Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes
56288,Zilshausen,56288%2C%20Zilshausen,"{
   ""destination_addresses"" : [ ""Zilshausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""410 km"",
                  ""value"" : 410285
               },
               ""duration"" : {
                  ""text"" : ""4 hours 30 mins"",
                  ""value"" : 16221
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Zilshausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""417 km"",
                  ""value"" : 417010
               },
               ""duration"" : {
                  ""text"" : ""4 hours 38 mins"",
                  ""value"" : 16689
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Zilshausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '410 km', 'value': 410285}, 'duration': {'text': '4 hours 30 mins', 'value': 16221}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Zilshausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '417 km', 'value': 417010}, 'duration': {'text': '4 hours 38 mins', 'value': 16689}, 'status': 'OK'}]}], 'status': 'OK'}",410 km,4 hours 30 mins,417 km,4 hours 38 mins,270,278
54574,Birresborn,54574%2C%20Birresborn,"{
   ""destination_addresses"" : [ ""54574 Birresborn, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""386 km"",
                  ""value"" : 385599
               },
               ""duration"" : {
                  ""text"" : ""4 hours 10 mins"",
                  ""value"" : 15022
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54574 Birresborn, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""392 km"",
                  ""value"" : 392324
               },
               ""duration"" : {
                  ""text"" : ""4 hours 18 mins"",
                  ""value"" : 15490
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54574 Birresborn, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '386 km', 'value': 385599}, 'duration': {'text': '4 hours 10 mins', 'value': 15022}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54574 Birresborn, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '392 km', 'value': 392324}, 'duration': {'text': '4 hours 18 mins', 'value': 15490}, 'status': 'OK'}]}], 'status': 'OK'}",386 km,4 hours 10 mins,392 km,4 hours 18 mins,250,258
37127,Brackenberg,37127%2C%20Brackenberg,"{
   ""destination_addresses"" : [ ""Brackenberg, 37127, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""165 km"",
                  ""value"" : 165193
               },
               ""duration"" : {
                  ""text"" : ""1 hour 51 mins"",
                  ""value"" : 6668
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Brackenberg, 37127, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""146 km"",
                  ""value"" : 146412
               },
               ""duration"" : {
                  ""text"" : ""1 hour 47 mins"",
                  ""value"" : 6393
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Brackenberg, 37127, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '165 km', 'value': 165193}, 'duration': {'text': '1 hour 51 mins', 'value': 6668}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Brackenberg, 37127, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '146 km', 'value': 146412}, 'duration': {'text': '1 hour 47 mins', 'value': 6393}, 'status': 'OK'}]}], 'status': 'OK'}",165 km,1 hour 51 mins,146 km,1 hour 47 mins,111,107
56332,Oberfell,56332%2C%20Oberfell,"{
   ""destination_addresses"" : [ ""56332 Oberfell, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""394 km"",
                  ""value"" : 394414
               },
               ""duration"" : {
                  ""text"" : ""4 hours 14 mins"",
                  ""value"" : 15226
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56332 Oberfell, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""401 km"",
                  ""value"" : 401139
               },
               ""duration"" : {
                  ""text"" : ""4 hours 22 mins"",
                  ""value"" : 15694
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56332 Oberfell, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '394 km', 'value': 394414}, 'duration': {'text': '4 hours 14 mins', 'value': 15226}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56332 Oberfell, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '401 km', 'value': 401139}, 'duration': {'text': '4 hours 22 mins', 'value': 15694}, 'status': 'OK'}]}], 'status': 'OK'}",394 km,4 hours 14 mins,401 km,4 hours 22 mins,254,262
31020,Salzhemmendorf,31020%2C%20Salzhemmendorf,"{
   ""destination_addresses"" : [ ""31020 Salzhemmendorf, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""55.2 km"",
                  ""value"" : 55152
               },
               ""duration"" : {
                  ""text"" : ""55 mins"",
                  ""value"" : 3328
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""31020 Salzhemmendorf, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""45.7 km"",
                  ""value"" : 45697
               },
               ""duration"" : {
                  ""text"" : ""48 mins"",
                  ""value"" : 2899
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31020 Salzhemmendorf, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '55.2 km', 'value': 55152}, 'duration': {'text': '55 mins', 'value': 3328}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['31020 Salzhemmendorf, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '45.7 km', 'value': 45697}, 'duration': {'text': '48 mins', 'value': 2899}, 'status': 'OK'}]}], 'status': 'OK'}",55.2 km,55 mins,45.7 km,48 mins,55,48
54675,Wallendorf,54675%2C%20Wallendorf,"{
   ""destination_addresses"" : [ ""54675 Wallendorf, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""437 km"",
                  ""value"" : 436751
               },
               ""duration"" : {
                  ""text"" : ""4 hours 54 mins"",
                  ""value"" : 17650
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54675 Wallendorf, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""443 km"",
                  ""value"" : 443476
               },
               ""duration"" : {
                  ""text"" : ""5 hours 2 mins"",
                  ""value"" : 18118
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54675 Wallendorf, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '437 km', 'value': 436751}, 'duration': {'text': '4 hours 54 mins', 'value': 17650}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54675 Wallendorf, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '443 km', 'value': 443476}, 'duration': {'text': '5 hours 2 mins', 'value': 18118}, 'status': 'OK'}]}], 'status': 'OK'}",437 km,4 hours 54 mins,443 km,5 hours 2 mins,294,302
55743,Kirschweiler,55743%2C%20Kirschweiler,"{
   ""destination_addresses"" : [ ""Kirschweiler, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""461 km"",
                  ""value"" : 461470
               },
               ""duration"" : {
                  ""text"" : ""5 hours 7 mins"",
                  ""value"" : 18435
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Kirschweiler, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""468 km"",
                  ""value"" : 468195
               },
               ""duration"" : {
                  ""text"" : ""5 hours 15 mins"",
                  ""value"" : 18903
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Kirschweiler, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '461 km', 'value': 461470}, 'duration': {'text': '5 hours 7 mins', 'value': 18435}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Kirschweiler, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '468 km', 'value': 468195}, 'duration': {'text': '5 hours 15 mins', 'value': 18903}, 'status': 'OK'}]}], 'status': 'OK'}",461 km,5 hours 7 mins,468 km,5 hours 15 mins,307,315
55234,Dintesheim,55234%2C%20Dintesheim,"{
   ""destination_addresses"" : [ ""55234 Dintesheim, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""438 km"",
                  ""value"" : 437612
               },
               ""duration"" : {
                  ""text"" : ""4 hours 40 mins"",
                  ""value"" : 16823
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55234 Dintesheim, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""419 km"",
                  ""value"" : 418832
               },
               ""duration"" : {
                  ""text"" : ""4 hours 36 mins"",
                  ""value"" : 16547
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55234 Dintesheim, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '438 km', 'value': 437612}, 'duration': {'text': '4 hours 40 mins', 'value': 16823}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55234 Dintesheim, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '419 km', 'value': 418832}, 'duration': {'text': '4 hours 36 mins', 'value': 16547}, 'status': 'OK'}]}], 'status': 'OK'}",438 km,4 hours 40 mins,419 km,4 hours 36 mins,280,276
48465,Quendorf,48465%2C%20Quendorf,"{
   ""destination_addresses"" : [ ""48465 Quendorf, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""194 km"",
                  ""value"" : 194020
               },
               ""duration"" : {
                  ""text"" : ""2 hours 5 mins"",
                  ""value"" : 7526
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""48465 Quendorf, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""201 km"",
                  ""value"" : 200745
               },
               ""duration"" : {
                  ""text"" : ""2 hours 13 mins"",
                  ""value"" : 7994
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['48465 Quendorf, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '194 km', 'value': 194020}, 'duration': {'text': '2 hours 5 mins', 'value': 7526}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['48465 Quendorf, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '201 km', 'value': 200745}, 'duration': {'text': '2 hours 13 mins', 'value': 7994}, 'status': 'OK'}]}], 'status': 'OK'}",194 km,2 hours 5 mins,201 km,2 hours 13 mins,125,133
54310,Ralingen,54310%2C%20Ralingen,"{
   ""destination_addresses"" : [ ""54310 Ralingen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""439 km"",
                  ""value"" : 439379
               },
               ""duration"" : {
                  ""text"" : ""4 hours 45 mins"",
                  ""value"" : 17102
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54310 Ralingen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""446 km"",
                  ""value"" : 446104
               },
               ""duration"" : {
                  ""text"" : ""4 hours 53 mins"",
                  ""value"" : 17570
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54310 Ralingen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '439 km', 'value': 439379}, 'duration': {'text': '4 hours 45 mins', 'value': 17102}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54310 Ralingen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '446 km', 'value': 446104}, 'duration': {'text': '4 hours 53 mins', 'value': 17570}, 'status': 'OK'}]}], 'status': 'OK'}",439 km,4 hours 45 mins,446 km,4 hours 53 mins,285,293
